rowID,stamp,datetime,Humidity
72,1497825273, 2017/6/18 22:34:33,62.1
73,1497825274, 2017/6/18 22:34:34,62.1
74,1497825275, 2017/6/18 22:34:35,62.1
75,1497825276, 2017/6/18 22:34:36,62.1
76,1497825277, 2017/6/18 22:34:37,62.1
77,1497825278, 2017/6/18 22:34:38,62.1
78,1497825279, 2017/6/18 22:34:39,62.1
79,1497825280, 2017/6/18 22:34:40,62.1
80,1497825281, 2017/6/18 22:34:41,62.1
81,1497825282, 2017/6/18 22:34:42,62.1
82,1497825283, 2017/6/18 22:34:43,62.1
83,1497825284, 2017/6/18 22:34:44,62.1
84,1497825285, 2017/6/18 22:34:45,62.1
85,1497825286, 2017/6/18 22:34:46,62.1
86,1497825287, 2017/6/18 22:34:47,62.1
87,1497825288, 2017/6/18 22:34:48,62.1
88,1497825289, 2017/6/18 22:34:49,62.1
89,1497825290, 2017/6/18 22:34:50,62.1
90,1497825291, 2017/6/18 22:34:51,62.1
91,1497825292, 2017/6/18 22:34:52,62.1
92,1497825293, 2017/6/18 22:34:53,62.1
93,1497825294, 2017/6/18 22:34:54,62.2
94,1497825295, 2017/6/18 22:34:55,62.2
95,1497825296, 2017/6/18 22:34:56,62.2
96,1497825297, 2017/6/18 22:34:57,62.2
97,1497825298, 2017/6/18 22:34:58,62.2
98,1497825299, 2017/6/18 22:34:59,62.2
99,1497825300, 2017/6/18 22:35:0,62.2
100,1497825301, 2017/6/18 22:35:1,62.1
101,1497825302, 2017/6/18 22:35:2,62.1
102,1497825303, 2017/6/18 22:35:3,62.2
103,1497825304, 2017/6/18 22:35:4,62.2
104,1497825305, 2017/6/18 22:35:5,62.2
105,1497825306, 2017/6/18 22:35:6,62.2
106,1497825307, 2017/6/18 22:35:7,62.2
107,1497825308, 2017/6/18 22:35:8,62.3
108,1497825309, 2017/6/18 22:35:9,62.3
109,1497825310, 2017/6/18 22:35:10,62.3
110,1497825311, 2017/6/18 22:35:11,62.3
111,1497825312, 2017/6/18 22:35:12,62.4
112,1497825313, 2017/6/18 22:35:13,62.4
113,1497825314, 2017/6/18 22:35:14,62.4
114,1497825315, 2017/6/18 22:35:15,62.4
115,1497825316, 2017/6/18 22:35:16,62.4
116,1497825317, 2017/6/18 22:35:17,62.4
117,1497825318, 2017/6/18 22:35:18,62.4
118,1497825319, 2017/6/18 22:35:19,62.5
119,1497825320, 2017/6/18 22:35:20,62.5
120,1497825321, 2017/6/18 22:35:21,62.5
121,1497825322, 2017/6/18 22:35:22,62.5
122,1497825323, 2017/6/18 22:35:23,62.5
123,1497825324, 2017/6/18 22:35:24,62.4
124,1497825325, 2017/6/18 22:35:25,62.4
125,1497825326, 2017/6/18 22:35:26,62.6
126,1497825327, 2017/6/18 22:35:27,62.6
127,1497825328, 2017/6/18 22:35:28,62.6
128,1497825329, 2017/6/18 22:35:29,62.6
129,1497825330, 2017/6/18 22:35:30,62.7
130,1497825331, 2017/6/18 22:35:31,62.7
131,1497825332, 2017/6/18 22:35:32,62.6
132,1497825333, 2017/6/18 22:35:33,62.6
133,1497825334, 2017/6/18 22:35:34,62.6
134,1497825335, 2017/6/18 22:35:35,62.7
135,1497825336, 2017/6/18 22:35:36,62.7
136,1497825337, 2017/6/18 22:35:37,62.8
137,1497825338, 2017/6/18 22:35:38,62.8
138,1497825339, 2017/6/18 22:35:39,62.8
139,1497825340, 2017/6/18 22:35:40,62.8
140,1497825341, 2017/6/18 22:35:41,62.8
141,1497825342, 2017/6/18 22:35:42,62.8
142,1497825343, 2017/6/18 22:35:43,62.8
143,1497825344, 2017/6/18 22:35:44,62.8
144,1497825345, 2017/6/18 22:35:45,62.8
145,1497825346, 2017/6/18 22:35:46,62.8
146,1497825347, 2017/6/18 22:35:47,62.8
147,1497825348, 2017/6/18 22:35:48,62.9
148,1497825349, 2017/6/18 22:35:49,62.9
149,1497825350, 2017/6/18 22:35:50,62.9
150,1497825351, 2017/6/18 22:35:51,62.9
151,1497825352, 2017/6/18 22:35:52,62.9
152,1497825353, 2017/6/18 22:35:53,62.9
153,1497825354, 2017/6/18 22:35:54,62.9
154,1497825355, 2017/6/18 22:35:55,62.9
155,1497825356, 2017/6/18 22:35:56,62.9
156,1497825357, 2017/6/18 22:35:57,62.9
157,1497825358, 2017/6/18 22:35:58,62.9
158,1497825359, 2017/6/18 22:35:59,63
159,1497825360, 2017/6/18 22:36:0,63
160,1497825361, 2017/6/18 22:36:1,63.1
161,1497825362, 2017/6/18 22:36:2,63.1
162,1497825363, 2017/6/18 22:36:3,63.1
163,1497825364, 2017/6/18 22:36:4,63.1
164,1497825365, 2017/6/18 22:36:5,63.1
165,1497825366, 2017/6/18 22:36:6,63.2
166,1497825367, 2017/6/18 22:36:7,63.2
167,1497825368, 2017/6/18 22:36:8,63.2
168,1497825369, 2017/6/18 22:36:9,63.2
169,1497825370, 2017/6/18 22:36:10,63.2
170,1497825371, 2017/6/18 22:36:11,63.2
171,1497825372, 2017/6/18 22:36:12,63.2
172,1497825373, 2017/6/18 22:36:13,63.2
173,1497825374, 2017/6/18 22:36:14,63.2
174,1497825375, 2017/6/18 22:36:15,63.2
175,1497825376, 2017/6/18 22:36:16,63.2
176,1497825377, 2017/6/18 22:36:17,63.2
177,1497825378, 2017/6/18 22:36:18,63.2
178,1497825379, 2017/6/18 22:36:19,63.2
179,1497825380, 2017/6/18 22:36:20,63.2
180,1497825381, 2017/6/18 22:36:21,63.2
181,1497825382, 2017/6/18 22:36:22,63.2
182,1497825383, 2017/6/18 22:36:23,63.2
183,1497825384, 2017/6/18 22:36:24,63.2
184,1497825385, 2017/6/18 22:36:25,63.2
185,1497825386, 2017/6/18 22:36:26,63.2
186,1497825387, 2017/6/18 22:36:27,63.2
187,1497825388, 2017/6/18 22:36:28,63.2
188,1497825389, 2017/6/18 22:36:29,63.3
189,1497825390, 2017/6/18 22:36:30,63.3
190,1497825391, 2017/6/18 22:36:31,63.3
191,1497825392, 2017/6/18 22:36:32,63.3
192,1497825393, 2017/6/18 22:36:33,63.3
193,1497825394, 2017/6/18 22:36:34,63.4
194,1497825395, 2017/6/18 22:36:35,63.4
195,1497825396, 2017/6/18 22:36:36,63.4
196,1497825397, 2017/6/18 22:36:37,63.4
197,1497825398, 2017/6/18 22:36:38,63.4
198,1497825399, 2017/6/18 22:36:39,63.3
199,1497825400, 2017/6/18 22:36:40,63.3
200,1497825401, 2017/6/18 22:36:41,63.3
201,1497825402, 2017/6/18 22:36:42,63.4
202,1497825403, 2017/6/18 22:36:43,63.4
203,1497825404, 2017/6/18 22:36:44,63.4
204,1497825405, 2017/6/18 22:36:45,63.5
205,1497825406, 2017/6/18 22:36:46,63.5
206,1497825407, 2017/6/18 22:36:47,63.4
207,1497825408, 2017/6/18 22:36:48,63.4
208,1497825409, 2017/6/18 22:36:49,63.4
209,1497825410, 2017/6/18 22:36:50,63.4
210,1497825411, 2017/6/18 22:36:51,63.5
211,1497825412, 2017/6/18 22:36:52,63.5
212,1497825413, 2017/6/18 22:36:53,63.5
213,1497825414, 2017/6/18 22:36:54,63.5
214,1497825415, 2017/6/18 22:36:55,63.5
215,1497825416, 2017/6/18 22:36:56,63.7
216,1497825417, 2017/6/18 22:36:57,63.7
217,1497825418, 2017/6/18 22:36:58,63.8
218,1497825419, 2017/6/18 22:36:59,63.8
219,1497825420, 2017/6/18 22:37:0,63.7
220,1497825421, 2017/6/18 22:37:1,63.7
221,1497825422, 2017/6/18 22:37:2,63.8
222,1497825423, 2017/6/18 22:37:3,63.8
223,1497825424, 2017/6/18 22:37:4,63.8
224,1497825425, 2017/6/18 22:37:5,63.8
225,1497825426, 2017/6/18 22:37:6,63.8
226,1497825427, 2017/6/18 22:37:7,63.8
227,1497825428, 2017/6/18 22:37:8,63.8
228,1497825429, 2017/6/18 22:37:9,63.8
229,1497825430, 2017/6/18 22:37:10,63.8
230,1497825431, 2017/6/18 22:37:11,63.8
231,1497825432, 2017/6/18 22:37:12,63.8
232,1497825433, 2017/6/18 22:37:13,63.8
233,1497825434, 2017/6/18 22:37:14,63.8
234,1497825435, 2017/6/18 22:37:15,63.8
235,1497825436, 2017/6/18 22:37:16,63.7
236,1497825437, 2017/6/18 22:37:17,63.7
237,1497825438, 2017/6/18 22:37:18,63.7
238,1497825439, 2017/6/18 22:37:19,63.7
239,1497825440, 2017/6/18 22:37:20,63.7
240,1497825441, 2017/6/18 22:37:21,63.7
241,1497825442, 2017/6/18 22:37:22,63.8
242,1497825443, 2017/6/18 22:37:23,63.8
243,1497825444, 2017/6/18 22:37:24,63.8
244,1497825445, 2017/6/18 22:37:25,63.8
245,1497825446, 2017/6/18 22:37:26,63.8
246,1497825447, 2017/6/18 22:37:27,63.8
247,1497825448, 2017/6/18 22:37:28,63.8
248,1497825449, 2017/6/18 22:37:29,63.8
249,1497825450, 2017/6/18 22:37:30,63.8
250,1497825451, 2017/6/18 22:37:31,63.8
251,1497825452, 2017/6/18 22:37:32,63.8
252,1497825453, 2017/6/18 22:37:33,63.8
253,1497825454, 2017/6/18 22:37:34,63.9
254,1497825455, 2017/6/18 22:37:35,63.9
255,1497825456, 2017/6/18 22:37:36,64
256,1497825457, 2017/6/18 22:37:37,64
257,1497825458, 2017/6/18 22:37:38,64.1
258,1497825459, 2017/6/18 22:37:39,64.1
259,1497825460, 2017/6/18 22:37:40,64.1
260,1497825461, 2017/6/18 22:37:41,64.1
261,1497825462, 2017/6/18 22:37:42,64.1
262,1497825463, 2017/6/18 22:37:43,64.2
263,1497825464, 2017/6/18 22:37:44,64.2
264,1497825465, 2017/6/18 22:37:45,64.2
265,1497825466, 2017/6/18 22:37:46,64.2
266,1497825467, 2017/6/18 22:37:47,64.2
267,1497825468, 2017/6/18 22:37:48,64.2
268,1497825469, 2017/6/18 22:37:49,64.2
269,1497825470, 2017/6/18 22:37:50,64.2
270,1497825471, 2017/6/18 22:37:51,64.2
271,1497825472, 2017/6/18 22:37:52,64.2
272,1497825473, 2017/6/18 22:37:53,64.2
273,1497825474, 2017/6/18 22:37:54,64.2
274,1497825475, 2017/6/18 22:37:55,64.2
275,1497825476, 2017/6/18 22:37:56,64.2
276,1497825477, 2017/6/18 22:37:57,64.2
277,1497825478, 2017/6/18 22:37:58,64.2
278,1497825479, 2017/6/18 22:37:59,64.2
279,1497825480, 2017/6/18 22:38:0,64.2
280,1497825481, 2017/6/18 22:38:1,64.2
281,1497825482, 2017/6/18 22:38:2,64.2
282,1497825483, 2017/6/18 22:38:3,64.2
283,1497825484, 2017/6/18 22:38:4,64.2
284,1497825485, 2017/6/18 22:38:5,64.2
285,1497825486, 2017/6/18 22:38:6,64.2
286,1497825487, 2017/6/18 22:38:7,64.2
287,1497825488, 2017/6/18 22:38:8,64.3
288,1497825489, 2017/6/18 22:38:9,64.3
289,1497825490, 2017/6/18 22:38:10,64.3
290,1497825491, 2017/6/18 22:38:11,64.3
291,1497825492, 2017/6/18 22:38:12,64.3
292,1497825493, 2017/6/18 22:38:13,64.3
293,1497825494, 2017/6/18 22:38:14,64.3
294,1497825495, 2017/6/18 22:38:15,64.4
295,1497825496, 2017/6/18 22:38:16,64.4
296,1497825497, 2017/6/18 22:38:17,64.4
297,1497825498, 2017/6/18 22:38:18,64.4
298,1497825499, 2017/6/18 22:38:19,64.5
299,1497825500, 2017/6/18 22:38:20,64.5
300,1497825501, 2017/6/18 22:38:21,64.5
301,1497825502, 2017/6/18 22:38:22,64.5
302,1497825503, 2017/6/18 22:38:23,64.5
303,1497825504, 2017/6/18 22:38:24,64.5
304,1497825505, 2017/6/18 22:38:25,64.5
305,1497825506, 2017/6/18 22:38:26,64.5
306,1497825507, 2017/6/18 22:38:27,64.5
307,1497825508, 2017/6/18 22:38:28,64.5
308,1497825509, 2017/6/18 22:38:29,64.5
309,1497825510, 2017/6/18 22:38:30,64.5
310,1497825511, 2017/6/18 22:38:31,64.5
311,1497825512, 2017/6/18 22:38:32,64.6
312,1497825513, 2017/6/18 22:38:33,64.6
313,1497825514, 2017/6/18 22:38:34,64.6
314,1497825515, 2017/6/18 22:38:35,64.6
315,1497825516, 2017/6/18 22:38:36,64.6
316,1497825517, 2017/6/18 22:38:37,64.7
317,1497825518, 2017/6/18 22:38:38,64.7
318,1497825519, 2017/6/18 22:38:39,64.7
319,1497825520, 2017/6/18 22:38:40,64.7
320,1497825521, 2017/6/18 22:38:41,64.7
321,1497825522, 2017/6/18 22:38:42,64.7
322,1497825523, 2017/6/18 22:38:43,64.7
323,1497825524, 2017/6/18 22:38:44,64.7
324,1497825525, 2017/6/18 22:38:45,64.7
325,1497825526, 2017/6/18 22:38:46,64.6
326,1497825527, 2017/6/18 22:38:47,64.6
327,1497825528, 2017/6/18 22:38:48,64.6
328,1497825529, 2017/6/18 22:38:49,64.6
329,1497825530, 2017/6/18 22:38:50,64.6
330,1497825531, 2017/6/18 22:38:51,64.5
331,1497825532, 2017/6/18 22:38:52,64.5
332,1497825533, 2017/6/18 22:38:53,64.5
333,1497825534, 2017/6/18 22:38:54,64.4
334,1497825535, 2017/6/18 22:38:55,64.4
335,1497825536, 2017/6/18 22:38:56,64.5
336,1497825537, 2017/6/18 22:38:57,64.5
337,1497825538, 2017/6/18 22:38:58,64.5
338,1497825539, 2017/6/18 22:38:59,64.4
339,1497825540, 2017/6/18 22:39:0,64.4
340,1497825541, 2017/6/18 22:39:1,64.4
341,1497825543, 2017/6/18 22:39:3,64.3
342,1497825544, 2017/6/18 22:39:4,64.3
343,1497825545, 2017/6/18 22:39:5,64.3
344,1497825546, 2017/6/18 22:39:6,64.2
345,1497825547, 2017/6/18 22:39:7,64.2
346,1497825548, 2017/6/18 22:39:8,64.2
347,1497825549, 2017/6/18 22:39:9,64.2
348,1497825550, 2017/6/18 22:39:10,64.2
349,1497825551, 2017/6/18 22:39:11,64.2
350,1497825552, 2017/6/18 22:39:12,64.2
351,1497825553, 2017/6/18 22:39:13,64.2
352,1497825554, 2017/6/18 22:39:14,64.1
353,1497825555, 2017/6/18 22:39:15,64.1
354,1497825556, 2017/6/18 22:39:16,64.1
355,1497825557, 2017/6/18 22:39:17,64.1
356,1497825558, 2017/6/18 22:39:18,64.1
357,1497825559, 2017/6/18 22:39:19,64.1
358,1497825560, 2017/6/18 22:39:20,64.1
359,1497825561, 2017/6/18 22:39:21,64
360,1497825562, 2017/6/18 22:39:22,64
361,1497825563, 2017/6/18 22:39:23,64
362,1497825564, 2017/6/18 22:39:24,64
363,1497825565, 2017/6/18 22:39:25,64
364,1497825566, 2017/6/18 22:39:26,64
365,1497825567, 2017/6/18 22:39:27,63.9
366,1497825568, 2017/6/18 22:39:28,63.9
367,1497825569, 2017/6/18 22:39:29,64
368,1497825570, 2017/6/18 22:39:30,64
369,1497825571, 2017/6/18 22:39:31,64
370,1497825572, 2017/6/18 22:39:32,64
371,1497825573, 2017/6/18 22:39:33,64
372,1497825574, 2017/6/18 22:39:34,64
373,1497825575, 2017/6/18 22:39:35,64
374,1497825576, 2017/6/18 22:39:36,64
375,1497825577, 2017/6/18 22:39:37,64
376,1497825578, 2017/6/18 22:39:38,64.1
377,1497825579, 2017/6/18 22:39:39,64.1
378,1497825580, 2017/6/18 22:39:40,64.2
379,1497825581, 2017/6/18 22:39:41,64.2
380,1497825582, 2017/6/18 22:39:42,64.2
381,1497825583, 2017/6/18 22:39:43,64.2
382,1497825584, 2017/6/18 22:39:44,64.2
383,1497825585, 2017/6/18 22:39:45,64.2
384,1497825586, 2017/6/18 22:39:46,64.2
385,1497825587, 2017/6/18 22:39:47,64.2
386,1497825588, 2017/6/18 22:39:48,64.2
387,1497825589, 2017/6/18 22:39:49,64.2
388,1497825590, 2017/6/18 22:39:50,64.2
389,1497825591, 2017/6/18 22:39:51,64.2
390,1497825592, 2017/6/18 22:39:52,64.2
391,1497825593, 2017/6/18 22:39:53,64.2
392,1497825594, 2017/6/18 22:39:54,64.2
393,1497825595, 2017/6/18 22:39:55,64.1
394,1497825596, 2017/6/18 22:39:56,64.1
395,1497825597, 2017/6/18 22:39:57,64
396,1497825598, 2017/6/18 22:39:58,64
397,1497825599, 2017/6/18 22:39:59,64
398,1497825600, 2017/6/18 22:40:0,64
399,1497825601, 2017/6/18 22:40:1,64
400,1497825602, 2017/6/18 22:40:2,64
401,1497825603, 2017/6/18 22:40:3,64
402,1497825604, 2017/6/18 22:40:5,64
403,1497825605, 2017/6/18 22:40:5,63.8
404,1497825607, 2017/6/18 22:40:7,63.8
405,1497825608, 2017/6/18 22:40:8,63.7
406,1497825609, 2017/6/18 22:40:9,63.7
407,1497825610, 2017/6/18 22:40:10,63.7
408,1497825611, 2017/6/18 22:40:11,63.7
409,1497825612, 2017/6/18 22:40:12,63.7
410,1497825613, 2017/6/18 22:40:13,63.7
411,1497825614, 2017/6/18 22:40:14,63.7
412,1497825615, 2017/6/18 22:40:15,63.7
413,1497825616, 2017/6/18 22:40:16,63.7
414,1497825617, 2017/6/18 22:40:17,63.8
415,1497825618, 2017/6/18 22:40:18,63.8
416,1497825619, 2017/6/18 22:40:19,63.6
417,1497825620, 2017/6/18 22:40:20,63.6
418,1497825621, 2017/6/18 22:40:21,63.6
419,1497825622, 2017/6/18 22:40:22,63.7
420,1497825623, 2017/6/18 22:40:23,63.7
421,1497825624, 2017/6/18 22:40:24,63.5
422,1497825625, 2017/6/18 22:40:25,63.5
423,1497825626, 2017/6/18 22:40:26,63.5
424,1497825627, 2017/6/18 22:40:27,63.5
425,1497825628, 2017/6/18 22:40:28,63.5
426,1497825629, 2017/6/18 22:40:29,63.5
427,1497825630, 2017/6/18 22:40:30,63.5
428,1497825631, 2017/6/18 22:40:31,63.5
429,1497825632, 2017/6/18 22:40:32,63.5
430,1497825633, 2017/6/18 22:40:33,63.5
431,1497825634, 2017/6/18 22:40:34,63.6
432,1497825635, 2017/6/18 22:40:35,63.6
433,1497825636, 2017/6/18 22:40:36,63.6
434,1497825637, 2017/6/18 22:40:37,63.6
435,1497825638, 2017/6/18 22:40:38,63.7
436,1497825639, 2017/6/18 22:40:39,63.7
437,1497825640, 2017/6/18 22:40:40,63.7
438,1497825641, 2017/6/18 22:40:41,63.6
439,1497825642, 2017/6/18 22:40:42,63.6
440,1497825643, 2017/6/18 22:40:43,63.6
441,1497825644, 2017/6/18 22:40:44,63.6
442,1497825645, 2017/6/18 22:40:45,63.7
443,1497825646, 2017/6/18 22:40:46,63.7
444,1497825647, 2017/6/18 22:40:47,63.7
445,1497825648, 2017/6/18 22:40:48,63.7
446,1497825649, 2017/6/18 22:40:49,63.7
447,1497825650, 2017/6/18 22:40:50,63.7
448,1497825651, 2017/6/18 22:40:51,63.7
449,1497825652, 2017/6/18 22:40:52,63.7
450,1497825653, 2017/6/18 22:40:53,63.7
451,1497825654, 2017/6/18 22:40:54,63.7
452,1497825655, 2017/6/18 22:40:55,63.7
453,1497825656, 2017/6/18 22:40:56,63.7
454,1497825657, 2017/6/18 22:40:57,63.9
455,1497825658, 2017/6/18 22:40:58,63.9
456,1497825659, 2017/6/18 22:40:59,63.8
457,1497825660, 2017/6/18 22:41:0,63.8
458,1497825661, 2017/6/18 22:41:1,63.8
459,1497825662, 2017/6/18 22:41:2,63.8
460,1497825663, 2017/6/18 22:41:3,63.8
461,1497825664, 2017/6/18 22:41:4,63.9
462,1497825665, 2017/6/18 22:41:5,63.9
463,1497825666, 2017/6/18 22:41:6,63.8
464,1497825667, 2017/6/18 22:41:7,63.8
465,1497825668, 2017/6/18 22:41:8,63.8
466,1497825669, 2017/6/18 22:41:9,63.9
467,1497825670, 2017/6/18 22:41:10,63.9
468,1497825671, 2017/6/18 22:41:11,64
469,1497825672, 2017/6/18 22:41:12,64
470,1497825673, 2017/6/18 22:41:13,63.9
471,1497825674, 2017/6/18 22:41:14,63.9
472,1497825675, 2017/6/18 22:41:15,63.9
473,1497825676, 2017/6/18 22:41:16,63.9
474,1497825677, 2017/6/18 22:41:17,63.9
475,1497825678, 2017/6/18 22:41:18,63.9
476,1497825679, 2017/6/18 22:41:19,63.9
477,1497825680, 2017/6/18 22:41:20,63.9
478,1497825681, 2017/6/18 22:41:21,63.9
479,1497825682, 2017/6/18 22:41:22,63.9
480,1497825683, 2017/6/18 22:41:23,63.9
481,1497825684, 2017/6/18 22:41:24,63.9
482,1497825685, 2017/6/18 22:41:25,63.9
483,1497825686, 2017/6/18 22:41:26,63.9
484,1497825687, 2017/6/18 22:41:27,63.9
485,1497825688, 2017/6/18 22:41:28,63.9
486,1497825689, 2017/6/18 22:41:29,63.9
487,1497825690, 2017/6/18 22:41:30,63.9
488,1497825691, 2017/6/18 22:41:31,63.9
489,1497825692, 2017/6/18 22:41:32,63.9
490,1497825693, 2017/6/18 22:41:33,63.9
491,1497825694, 2017/6/18 22:41:34,64
492,1497825695, 2017/6/18 22:41:35,64
493,1497825696, 2017/6/18 22:41:36,64
494,1497825697, 2017/6/18 22:41:37,64
495,1497825698, 2017/6/18 22:41:38,64
496,1497825699, 2017/6/18 22:41:39,64
497,1497825700, 2017/6/18 22:41:40,64
498,1497825701, 2017/6/18 22:41:41,64
499,1497825702, 2017/6/18 22:41:42,64
500,1497825703, 2017/6/18 22:41:43,64
501,1497825704, 2017/6/18 22:41:44,64
502,1497825705, 2017/6/18 22:41:45,64
503,1497825706, 2017/6/18 22:41:46,64
504,1497825707, 2017/6/18 22:41:47,64
505,1497825708, 2017/6/18 22:41:48,64.1
506,1497825709, 2017/6/18 22:41:49,64.1
507,1497825710, 2017/6/18 22:41:50,64.1
508,1497825711, 2017/6/18 22:41:51,64.1
509,1497825712, 2017/6/18 22:41:52,64.1
510,1497825713, 2017/6/18 22:41:53,64.1
511,1497825714, 2017/6/18 22:41:54,64.1
512,1497825715, 2017/6/18 22:41:55,64.1
513,1497825716, 2017/6/18 22:41:56,64.1
514,1497825717, 2017/6/18 22:41:57,64.1
515,1497825718, 2017/6/18 22:41:58,64.1
516,1497825719, 2017/6/18 22:41:59,64.1
517,1497825720, 2017/6/18 22:42:0,64.1
518,1497825721, 2017/6/18 22:42:1,64.1
519,1497825722, 2017/6/18 22:42:2,64.1
520,1497825723, 2017/6/18 22:42:3,64.2
521,1497825724, 2017/6/18 22:42:4,64.2
522,1497825725, 2017/6/18 22:42:5,64.2
523,1497825726, 2017/6/18 22:42:6,64.2
524,1497825727, 2017/6/18 22:42:7,64.2
525,1497825728, 2017/6/18 22:42:8,64.2
526,1497825729, 2017/6/18 22:42:9,64.2
527,1497825730, 2017/6/18 22:42:10,64.2
528,1497825731, 2017/6/18 22:42:11,64.2
529,1497825732, 2017/6/18 22:42:12,64.2
530,1497825733, 2017/6/18 22:42:13,64.2
531,1497825734, 2017/6/18 22:42:14,64.2
532,1497825735, 2017/6/18 22:42:15,64.2
533,1497825736, 2017/6/18 22:42:16,64.2
534,1497825737, 2017/6/18 22:42:17,64.2
535,1497825738, 2017/6/18 22:42:18,64.2
536,1497825739, 2017/6/18 22:42:19,64.2
537,1497825740, 2017/6/18 22:42:20,64.2
538,1497825741, 2017/6/18 22:42:21,64.2
539,1497825742, 2017/6/18 22:42:22,64.2
540,1497825743, 2017/6/18 22:42:23,64.1
541,1497825744, 2017/6/18 22:42:24,64.1
542,1497825745, 2017/6/18 22:42:25,64.1
543,1497825746, 2017/6/18 22:42:26,64.1
544,1497825747, 2017/6/18 22:42:27,64.1
545,1497825748, 2017/6/18 22:42:28,64.1
546,1497825749, 2017/6/18 22:42:29,64.2
547,1497825750, 2017/6/18 22:42:30,64.2
548,1497825751, 2017/6/18 22:42:31,64.2
549,1497825752, 2017/6/18 22:42:32,64.2
550,1497825753, 2017/6/18 22:42:33,64.2
551,1497825754, 2017/6/18 22:42:34,64.2
552,1497825755, 2017/6/18 22:42:35,64.2
553,1497825756, 2017/6/18 22:42:36,64.2
554,1497825757, 2017/6/18 22:42:37,64.2
555,1497825758, 2017/6/18 22:42:38,64.2
556,1497825759, 2017/6/18 22:42:39,64.2
557,1497825760, 2017/6/18 22:42:40,64.2
558,1497825761, 2017/6/18 22:42:41,64.2
559,1497825762, 2017/6/18 22:42:42,64.2
560,1497825763, 2017/6/18 22:42:43,64.3
561,1497825764, 2017/6/18 22:42:44,64.3
562,1497825765, 2017/6/18 22:42:45,64.3
